full_text,sentiment,confidence,full_text_length
tolong dipake otak nya naturalisasi pemain jangka hasil pssi timnaskalo bina hasil stagnan naturalisasi yaaa bajing,negative,96.08%,236
alas singapore kali masuk final kali juara aff pemain naturalisasi kalo pribadi tidak pemain non lokalnaturalisasi sukses contoh timnas france,positive,98.74%,273
kalo timnas rekrut indra syafri mantap pemain pesan profesional naturalisasi oalah naseb naseb,negative,73.76%,164
sy usul timnas pemain naturalisasi full tim lihat pemain lokal sakit hati,negative,98.45%,109
setuju naturalisasi angkat prestasi timnas setuju naturasliasi main kelas jordi,positive,98.37%,125
banyakin pemain naturalisasi min kalah thailand indonesia tidak menang lawan thailand pemain timnas sepakbola indonesia isi pemain naturalisasi,negative,80.51%,204
shin tae yong witan pemain finishing baik timnas indonesia pikir percaya juara aff naturalisasi cristiano ronaldo jr,positive,94.31%,169
ya goblok nonton dukung timnas bola senior boikot produk federasi nya prestasi kagak import naturalisasi maju kagak,negative,99.80%,154
tidak ribetbuat bina kompetisiribetambil jalan pintas buru pemain naturalisasi main super star jordi amatsty timnas gilas thailandomong kosongmeski thailand pemaintapi jebol gawang nadeoskor,negative,35.96%,247
harap dg timnas liga sampah naturalisasi pemain,negative,98.63%,79
tonton lawan pemain timnas naturalisasi tidak menang balas liga dangdut,negative,98.87%,106
yok yok timnas full naturalisasi,neutral,73.70%,37
udah bener pemain timnas mending naturalisasi,negative,91.72%,58
mending naturalisasi timnas argentina skuat,negative,93.05%,43
jordi mark klok daan sisa naturalisasi korea selatan puluh pemain belanda puluh pemain sisa eroupa indonesia kolaborasi negara timnas indonesia juara dunia jitu baguus,positive,99.47%,264
naturalisasi signori timnas indonesi,neutral,96.18%,64
oke coach shin tidak kawatir percaya penuh coach shin timnas pemain naturalisasi masuk piala dunia coach shin cerdas bangga suporter,positive,99.22%,190
emang bener timnas indo sejati naturalisasi pemain turun,negative,40.97%,76
pemain timnas wajib naturalisasi lini tidak percaya lokal pred pribumi pribumi main bola bangun tidur tidur tidak becuswalau latih level dunia main orang orang liga tarkam mustahil masuk pildun,negative,96.40%,247
timnas naturalisasi orang ngalahin thailand,negative,83.70%,65
emang timnas tolong ma naturalisasi jordy n klok,positive,60.36%,50
pemain timnas pemain naturalisasi usia matang,neutral,98.42%,65
federasi diharapakan cepat siap pemain timnas pemain naturalisasi biar juara aff,neutral,92.55%,111
kalo lokal pridenya kayak mending timnas isi pemain naturalisasi level atas dah wkwkwk,negative,98.12%,115
timnas naturalisasi,neutral,96.67%,19
mending timnas ganti pemain naturalisasi deh,negative,94.13%,50
kalo timnas mending isi full naturalisasi bodo pemain aboard g tingkat kualitas,negative,99.04%,116
ngarep timnas lawan thailand kw pemain sulit mana shin tae yong bain irwan bule mana sadar tidak mana timnas sia sia pemain bakat naturalisasi lumayan,positive,82.58%,267
timnas siap aff d liat serius banget yah sampe liga d berhentiin gitu sibuk naturalisasi main tidak juara mah banget,positive,68.87%,212
klok amp jordi pemain naturalisasi kasih warna timnas van beukering kasih warna siiiiihhh warna warna limbah pabrik buang sungai,negative,75.28%,179
alas timnas butuh naturalisasi,neutral,98.90%,46
laga kontra thailand latih timnas indonesia shin tae yong turun bek naturalisasi jordi egy maulana susun timnas indonesia thailand,neutral,99.42%,175
tulis sy bahas antusias seragam timnas indonesia wni bayang laga tonton puluh ribu orang stadion sy wawancara hamdan hamedan sosok jasa lolos proses naturalisasi,positive,86.31%,277
tiket timnas sold ya gaess maaf tidak bales dm,neutral,98.96%,65
wts tiket aff timnas indonesia vs thailand tiket category jual rugi batal nonton kerja dm ya minat,neutral,99.38%,120
timnas naturalisasi kuat timnah anis orang kuat indonesia arah baikanis asli indonesia,positive,97.17%,157
timnas diobok obok thailand gbk zaman simon latih situasi kacau jalan pemain abroad naturalisasi turun latih kelas dukungan penuh suporter besok harap indonesia menang ya,negative,83.63%,255
program naturalisasi nya hasil bukti timnas indonesia kuat bbrp pemain naturalisasi,positive,92.25%,109
reaksi tidak duga iwan bule calon pemain naturalisasi timnas indonesia u ivar jenner debut tim sepakbola utrecht,neutral,99.71%,112
phan van santos kontroversi beliau nyanyi lagu bangsa brazil mas timnas olimpiad hanoi tidak berani ambil naturalisasi,negative,90.82%,162
inget naturalisasi bule antah antah genduttt main timnas,positive,63.44%,74
pemain naturalisasi malaysia tidak pemain naturalisasi indonesia kayak ngeliat wajah postur asing trus nendang bola iya ok maen timnas yah,positive,55.50%,207
calon pemain naturalisasi timnas u indonesia kelas tampil tim sepakbola utrecht,neutral,99.40%,81
calon pemain naturalisasi timnas indonesia u ivar jenner promosi tim senior tim sepakbola utrecht main debut laga resmi,neutral,99.57%,141
jordi jalan debut timnas indonesia lawan kamboja piala aff bek naturalisasi spanyol sentuh dukungan suporter,neutral,71.95%,150
bacot udah naturalisasi udah bela timnas lu hujat,negative,99.78%,69
stop naturalisasi pemain asing timnas indonesia indonesia tidak kurang anak anak bakat sepakbola,negative,34.82%,116
shin tae yong tampil pemain naturalisasi piala aff timnas indonesia vs kamboja,neutral,99.63%,100
pemain naturalisasi timnas sampah kabeh,negative,99.46%,39
agustus fas umum proses song tuju warga negara singapura song pemain naturalisasi qui li song pemain naturalisasi non fst scheme main timnas duric,neutral,98.38%,264
profil biodata ilija spasojevic pemain naturalisasi kuat timnas indonesia piala aff bundir spaso rcti kambuaya arhan thailand jepang nadeo witan marselino keisuke honda rafli asnawi indonesia raya,neutral,99.24%,211
kalo bagus udah panggil timnas asal bukan naturalisasi konoha,positive,85.28%,90
timnas butuh bambang pamungkas boaz bukan naturalisasi,neutral,98.95%,71
emang bagus full naturalisasi timnas sepak bola wkwkwk,positive,95.97%,60
fyi jordi karirnya stabil eropa main rutin swansea amp rayo vallecano naturalisasi amp main timnas kiper cadang sampdoria bapak orang indonesia gengsi banget gamau naturalisasi,negative,78.55%,215
elkan baggot sandy walsh absen deret pemain naturalisasi timnas indonesia piala aff,neutral,99.66%,96
moga indo piala dunia timnas hindia belanda full naturalisasi,positive,83.63%,63
darah indonesia bapak orang inggris ibu orang lahir thialand milih negara timnas milih bukan naturalisasi tinggal ambil kewarganegaraan ktp dsb,negative,82.47%,219
ilija spasojevic panggil shin tae yong timnas indonesia pemain naturalisasi kali abai,neutral,99.38%,140
naturalisasi kuat timnas kalo tidak main naturalisasi,neutral,69.20%,80
bhaksss anjay gurinjay saking natural sungai naturalisasi anies udah kaya pemain timnas tidak tub natural tetep d normalisasi bang heru org lbh sehat akal pikir tidak cuman mikirin ambisi kuasa,positive,80.40%,250
coret skuad timnas indonesia piala aff sandy walsh alas pemain naturalisasi timnas indonesia sandy walsh buka suara nama coret latih shin,neutral,99.49%,174
maapin hrs serahin skuad timnas lu naturalisasi timnas indo tenhag,negative,54.08%,89
naturalisasi baggot sandy kku tidak bela timnas indonesia,negative,98.32%,74
capek capek naturalisasi sebab sandy walsh coret shin tae yong skuad timnas indonesia piala aff,negative,70.56%,130
pemain naturalisasi top timnas indonesia era simon mcmenemy,neutral,98.43%,70
timnas thailand aku timnas indonesia salah kandidat juara piala aff latih thailand alexandre mano polking sebut komposisi timnas garuda komplet tambah pemain naturalisasi,positive,54.30%,225
ketua pssi mochamad iriawan jersey timnas indonesia baju batik calon pemain naturalisasi belanda rafael struick,neutral,99.59%,145
indra sjafri dirtek timnas indl goblok kalo naturalisasi gadibolehin ama ngapain tetep dirtek,negative,99.77%,114
pemain naturalisasi kuat timnas malaysia piala aff sergio aguero,neutral,99.49%,74
pemain naturalisasi timnas u indonesia shin tae yong speachless com,neutral,99.25%,88
zico jamai soree panggil zico soree coret daftar pemain naturalisasi timnas indonesia u konfirmasi direktur teknik pssi indra sjafri lansir akun instagram sabtu,neutral,99.15%,223
tidak lahir besar akademi prancis kecuali timnas naturalisasi negara wakanda,positive,74.72%,112
timnas vietnam salah kontestan jago raih gelar juara piala aff skuad tidak persen huni pemain domestik timnas vietnam pakai pemain naturalisasi,positive,77.00%,201
hadir rafael struick tambah daftar pemain naturalisasi kubu timnas indonesia u,neutral,97.52%,110
gitu bakar jenggot timnas indonesia nerapin naturalisasi pemain half blood lokal pret nya kualitas stuck kualitas liga peehhh,negative,99.70%,173
timnas france anak mayoritas lahir tumbuh france bukan naturalisasi ortu leluhur dateng france cari hidup,positive,70.21%,158
shin tae yong coret nama calon naturalisasi timnas indonesia u,neutral,99.39%,67
bukan naturalisasi sih kayak contoh kasus kaya achraf hakim orang tua maroko achraf lahir spanyol milih timnas gitu spanyolmaroko tau mimin gitu koreksi ya kalo salah,neutral,40.56%,242
latih timnas indonesia shin tae yong sempat striker naturalisasi ilija spasojevic gabung skuadnya jelang piala aff,neutral,99.60%,137
striker timnas u indonesia hokky caraka gentar saing pemain naturalisasi rafael struick naturalisasi malas malas latih ya shin tae yong ngasih sempat,positive,72.97%,216
ortu full imigran naturalisasi perancis pakai hukum jus sol jus sanguinis imigran timnas prancis kuat liga mendukung kembang pemain muda kondisi uang klub regenerasi pemain cepat,positive,99.18%,262
timnas kalo naturalisasi smw kafir smw maen mayo tidak terima,negative,98.48%,92
instagramnya bek naturalisasi timnas indonesia lontar harap suporter,neutral,99.23%,93
kalo negara indonesia baik jgan mmpi sprti deh tau sndri bakat pemain indo timnas main naturalisasi,positive,88.13%,151
realistis bang timnas indonesia cuman lengkap bukan ngeremehin lokal emang pemain lokal gitu gitu banget otot skill passing wkwkwk paham taktik ya kalo pemain naturalisasi ya opitimis saing,negative,97.98%,270
bek naturalisasi timnas indonesia jordi aku kewalahan ikut gaya latih shin tae yong,neutral,98.82%,107
rangking liga timnas singapore tidak bicara turnamen vietnam kurang regenerasi thailand main nyari turun jga malaysia jga pake pemain naturalisasi,negative,97.93%,209
inspirasi bwt nambah pemain bule timnas iya pdhl pemain naturalisasi maroko gkd turun asing mreka cm lahir gede eropa  ttp asli maroko smentara proses bina main maroko psti tidak diikutin sm pssi,negative,61.08%,229
pemain naturalisasi milik timnas indonesia jordi utara harap besar skuad garuda gelar piala aff,neutral,97.41%,136
shin tae yong pemain belanda kuat timnas u,neutral,99.62%,63
bek naturalisasi timnas indonesia jordi bicara alam hadap pemain baik dunia lionel messi cristiano ronaldo goat sulit hadap lm cr,neutral,93.76%,215
hamdan program naturalisasi jalan buah hasil daya tarik sendiri pemain pemain turun sinyal tari bela timnas indonesia,positive,80.01%,241
pemain pemain turun indonesia eropa naturalisasi bela timnas utus pssi urus proyek naturalisasi hamdan hamedan,neutral,86.04%,189
beda naturalisasi ehem indonesia ehem proses bentuk timnas prancis tidak instan ekosistem sepak bola lahir bakat bakat baik proses,positive,92.99%,223
indo naturalisasi menpora urus liga langsung eropa gwbyakin pemain muda indonesia urus kualitas integritas ngurus liga jalan muncul bibit timnas nda ekspor mending ekspor pengurusny,negative,54.01%,258
mohon proses naturalisasi syaene pattinama ditandatangani sk nya main piala aff des coach terima kasih juang amp korban moga bawa timnas garuda juara piala aff,positive,53.61%,227
harap orang klub kaya babi kasih makan ngikut protes klub doang itu protes murni bisnis sehat klub biar sepakbola indonesia busuk timnas opsi naturalisasi,negative,99.40%,273
trio lini croasia emang baik world cup modric kovacic brozovic kuasa bola tenang alirin bola minus striker ajasii timnas naturalisasi dedik drogba biar gg,positive,87.88%,221
calon naturalisasi timnas indonesia aff maroko,neutral,99.70%,62
tidak jaman naturalisasi pemain liga dagel timnas jago krna kualitas liga dagel maaf to say rendah,negative,98.46%,135
wis bener liga ne henti pemain timnas dijupuke seko sing main liga naturalisasi,negative,98.14%,94
coach shin tae yong pemain naturalisasi kuat timnas indonesia jordi sandy walsh shayne pattynama next,neutral,99.59%,136
elkan nya orang inggris nya orang indo heboh banget timnas naturalisasi,negative,96.92%,93
zico jamai soree rafael william struick ikut trial naturalisasi timnas indonesia,neutral,99.76%,88
timnas indonesia panggil pemain naturalisasi shin tae yong standar,neutral,98.65%,94
ok i see setuju sbg gemar sepakbola untung wn ganda mrk ttp org belanda lebih ny mudah masuk indonesia bela timnas skg sulit administrasi urus naturalisasi akibat dri dilarangny wn ganda terima kasih bro,positive,90.75%,283
fakta bintang timnas maroko piala dunia pemain naturalisasi skill nalar,neutral,90.89%,101
beda konteks bro kalo naturalisasi mah setuju penuh syarat hak kewarganegaraan main timnas cmn ngasih tau kalo org maroko ya murni org maroko lahir negeri ortunya,negative,81.45%,276
pemain pemain naturalisasi milik salah satu dukung timnas indonesia,neutral,93.46%,113
pemain naturalisasi penuh syarat butuh timnas indonesia penuh butuh syarat,neutral,98.66%,116
pemain pilih coach shin tae yong naturalisasi milik standar pemain proses naturalisasi pemain milik tahap butuh kendala butuh timnas indonesia,negative,55.42%,235
lepas akademi bintang timnas maroko banyak asal akademi luarhakimi spanyol ziyech belanda simpul akademi mumpuni solusi pemain abroad naturalisasi pemain turun,negative,82.36%,220
video call timnas naturalisasi,neutral,99.12%,40
leluhur orang timnas morocco bela timnas negara leluhur gede milih timnas morocco timnas naturalisasi gede,negative,96.17%,186
pemain morocco naturalisasi morocco tidak milik pemain bola asli duduk morocco ziyech lahir gede belanda hakim spanyol bounou kanada argentina portugal comot anak bangsa negara timnasnya gede milih timnas morocco,negative,97.98%,273
timnas inggris program naturalisasi,neutral,99.49%,50
timnas inggris tidak kiper sampe gosip almunia kiper arsenal naturalisasi kalo liga ngandelin asing jerman ngandelin munchen belanda x ajax kroasia x zagreb spanyol x barca berisik fans madrid lucu kualitas local madrid kalah barca,negative,99.41%,268
