full_text,sentiment,confidence
masih muda dan berstatus pemain naturalisasi elkan baggot nyatanya menorehkan sederet fakta menarik untuk timnas indonesia di piala asia apa saja itu,positive,78.59%
sandy walsh menantikan debutnya bersama timnas indonesia hal tersebut gagal terealisasi pada kualifikasi piala asia karena proses naturalisasi sandy masih belum beres,neutral,81.33%
timnas indonesia makin sangar pemain naturalisasi bisa main di piala asia,neutral,83.69%
pak kami warga negara indonesia meminta tolong pertahanin coach shin untuk tetap melatih tim nasional indonesia senior jangan egoisme hanya untuk fokus ke u saja paktolonglah dengarkan rakyat pecinta sepakbola timnas indonesia pak dan selesai kan proses naturalisasi jordi dkk,negative,49.54%
ngarepin cowok punya karakter sempurna kayak gong tae sung sih sama saja nunggu thomas mller naturalisasi jadi pemain timnas indonesia,negative,95.01%
tiga pemain naturalisasi bakal perkuat timnas indonesia di piala asia shin tae yong yakin timnya makin solid,neutral,95.00%
ada pemain naturalisasi yang berpeluang gabung timnas indonesia di ajang piala asia simak juga janji shin tae yong,neutral,99.39%
pemain calon naturalisasi main timnas u indonesia menang atas tim lokal prancis,neutral,99.64%
pemain calon naturalisasi main timnas u indonesia menang atas tim lokal prancis,neutral,99.64%
shin tae yong sebut pemain starter timnas indonesia di laga kontra nepal ada pemain naturalisasi,neutral,99.65%
dia aslinya malaysia pindah kewarganegaraan singapore bersama kakaknya di timnas juga emang bhs melayunya bagus di timnas singapore juga ada satu atlet naturalisasi asal indonesia barusan pensiun,positive,61.81%
belanda gagal lolos ke piala dunia u kesempatan timnas indonesia u naturalisasi banyak pemain dari negeri kincir angin,neutral,94.49%
tak cuma wonderkid vitesse dua pemain naturalisasi dari belanda ini gabung timnas u indonesia,neutral,99.54%
sosok tiga pemain naturalisasi dari belanda ini akan gabung timnas u indonesia ini orangnya,neutral,98.07%
anggota exco pssi hasani abdulgani membuka informasi tentang ada tiga pemain keturunan yang kemungkinan akan bergabung dengan timnas indonesia di piala dunia u mendatang,neutral,99.40%
musuh yang lebih berbahaya bagi pemain timnas indonesia bukanlah jordania tetapi mungkin oknum pengurus pssi yang membuat polemik mulai perlambat proses naturalisasi dan lain-lain agar timnas tidak tambah kuat dan lain-lain menentukan nasib sesorang lewat ig spt tidak beradab,negative,99.10%
kalau timnas senior ganti pelatih gimana nasib sandy jordi sama shayne yang sudah jauh dateng ke indonesia buat naturalisasi mending kalau kepake pelatih barunya kalau engga itu kan program nya shin tae yong,negative,89.66%
fakta menarik marc klok pemain naturalisasi timnas indonesia yang bersinar di kualifikasi piala asia,neutral,94.88%
calon pemain naturalisasi sandy walsh semakin tak sabar untuk segera mengenakan seragam timnas indonesia usai skuad shin tae yong ini membungkam kuwait baca selengkapnya,neutral,96.44%
jim croque otw tak sendirian timnas indonesia u kedatangan calon pemain naturalisasi dari belanda,neutral,99.55%
jim croque otw tak sendirian timnas indonesia u kedatangan calon pemain naturalisasi dari belanda,neutral,99.55%
jim croque otw tak sendirian timnas indonesia u kedatangan calon pemain naturalisasi dari belanda,neutral,99.55%
pantes timnas sepakbola indonesia sukses banget pemaennya hasil naturalisasi semuaaa tidak ada pemaen lokal,positive,98.36%
kadang saya mikir kenapa coach shin tae yong staff tim sama pemain naturalisasi mau jadi bagian dari timnas indonesia kasian sama mereka berada di bawah federasi yang gajelas tidak terstruktur haus pujian,negative,99.53%
timnas indonesia hancurkan kuwait begini respons calon pemain naturalisasi,neutral,99.71%
begini respons calon pemain naturalisasi melihat timnas indonesia hancurkan kuwait,neutral,99.74%
timnas menang tiga calon pemain naturalisasi kompak girang,neutral,98.56%
oh gitu saya juga tidak paham amat sih jaman segitu masih sd yg jelas timnas indonesia udah main di piala asia x tanpa pemain naturalisasi sedangkan filipina juara aff x sekalipun tidak pernah lolos piala asia jadi tidak ada alasan shin tae yong tidak bisa loloskan timnas indonesia,negative,96.06%
buktinya timnas indonesia udah x main di piala asia artinya apa pemain indonesia tidak jelek jelek amat seperti omongan lo th terakhir timnas indonesia main di piala asia lolos tanpa pemain naturalisasi tanpa tc mahal sekalipun,positive,98.89%
terus selama setahun ngapain kalo tidak bener bener nglatih lol gaji buta gitu kocak lo kita liat saja shin tae yong bisa loloskan timnas ke piala asia apa tidak kalo gagal total ya apa bedanya sama lm th indonesia lolos piala asia tanpa pemain naturalisasi,negative,98.31%
setuju rizky ridho sih cuma tetep klok walaupun pemain naturalisasi keliatan banget semangatnya buat bela timnas indonesia marc klok u got my respect,positive,98.98%
memperkuat timnas indonesia u dengan pemain naturalisasi jim croque pemain keturunan indonesia belanda dipanggil ke skuad,neutral,99.53%
calon pemain naturalisasi timnas u indonesia jim croque sukses tampil menawan bersama vitesse u musim ini,positive,50.91%
vitesse konfirmasi jim croque dipanggil timnas u indonesia naturalisasi segera diproses,neutral,99.80%
vitesse konfirmasi jim croque dipanggil timnas u indonesia naturalisasi segera diproses,neutral,99.80%
naturalisasi tiga pemain untuk timnas indonesia memasuki babak akhir,neutral,99.73%
good news dokumen para pemain naturalisasi timnas indonesia sedang diproses setneg,neutral,99.77%
pelatih timnas indonesia yang selalu pakai pemain naturalisasi terbaru shin tae yong,neutral,96.96%
dokumen naturalisasi tiga calon pemain naturalisasi timnas indonesia disebut sudah lengkap ketiganya adalah sandy walsh jordi amat dan shayne pattynama,neutral,99.37%
bagaimana nasib naturalisasi sandy walsh dan jordi amat setelah gagal bela timnas indonesia di kualifikasi piala asia,neutral,97.45%
kabar gembira untuk timnas indonesia proses pemain naturalisasi lengkap bisa main di kualifikasi asia,positive,60.96%
shin tae yong ngamuk pemain timnas indonesia pasang wajah murung netizen ini alasan shin tae yong minta pemain naturalisasi,neutral,93.21%
timnas indonesia u membutuhkan pemain naturalisasi saat turun di piala dunia u,neutral,99.61%
sandy walsh dipastikan tidak akan bisa memperkuat timnas indonesia di ajang kualifikasi piala asia karena proses naturalisasi yang belum rampung,neutral,97.42%
sandy walsh dipastikan tidak akan bisa memperkuat timnas indonesia di ajang kualifikasi piala asia karena proses naturalisasi yang belum rampung,neutral,97.42%
kerja bagus pssi demi kebaikan sepak bola indonesia perlu banget naturalisasi bukan kalo ada pemain naturalisasi timnas bakal jago bukan itu yang saya maksud tapi bakal ada rasa malu dari para pemain lokal kalo mereka tidak dipanggil tandanya ada yang harus diperbaiki dari pada pemain,negative,57.18%
kabar bahagia dari timnas indonesia naturalisasi barumerapat,neutral,53.81%
naturalisasi macet sandy walsh curhat gagal membela timnas indonesia di kualifikasi piala asia,neutral,93.48%
tolong dipantau pemain naturalisasi masa depan timnas indonesia nihhehehe,neutral,93.82%
siap naturalisasi buat timnas formula e indonesia,neutral,98.01%
belum dinaturalisasi sandy walsh kecewa tak bisa bela timnas indonesia calon pemain naturalisasi sandy walsh belum bisa memperkuat timnas indonesia saat melawan kuwait di kualifikasi piala asia,negative,80.57%
tiga pemain naturalisasi gagal memperkuat timnas indonesia di kualifikasi piala asia,neutral,94.32%
timnas indonesia u incar naturalisasi dua pemain ligabelanda,neutral,99.71%
timnas indonesia u incar naturalisasi dua pemain liga belanda,neutral,99.69%
mantab klok pemain naturalisasi pertama yang menjadi kapten timnas indonesia tetapi saran saja ini klok kalau bisa jangan duet sama rahmat iriyanto karna style kalian sama lebih cocok duet sama marselino atau abimanyu,positive,96.22%
tidak usah byk naturalisasi yang berdarah indonesia saja ckp dia ini siapa di club dia hebat belum tentu di timnas buktinya udah byk,negative,88.89%
calon pemain naturalisasi timnas indonesia jordi amat mengungkapkan jika dirinya mendapat tawaran dari klub jepang dan spanyol namun belum diketahui klub mana yang berminat kepada bek berusia tahun tersebut,neutral,95.34%
calon pemain naturalisasi timnas indonesia shayne pattynama belajar bahasa jawa okezonebola,neutral,99.71%
calon pemain naturalisasi timnas indonesia shayne pattynama belajar bahasa jawa okezonebola,neutral,99.71%
timnas indonesia di penuhi pemain naturalisasi tapi prestasinya biasa biasa saja tu,negative,99.45%
naturalisasi dibesarkan pemain dinaturalisasi semua kalau masih nama timnas indonesia gitu saja tidak ada kemajuan,negative,99.54%
ketiganya gagal membela timnas indonesia di kualifikasi piala asia karena proses naturalisasi belum rampung saat pendaftaran pemain sudah ditutup,neutral,68.22%
kata alexander pulalo tentang program naturalisasi untuk timnas indonesia tidak penting percuma,negative,88.38%
timnas ini krg stok penyerang no aplgi non naturalisasi di kongresnya kmrn g ada itu menyinggug aturan sistem yang bkin liga indonesia ke dpn bs mnghasilkan striker timnas yang mumpuni lht permainan timnas indonesia vs bangladesh masih bnyk problem u dibenahi,negative,73.45%
timnas ini krg stok penyerang no aplgi non naturalisasi di kongresnya kmrn g ada itu menyinggug aturan sistem yang bkin liga indonesia ke dpn bs mnghasilkan striker timnas yang mumpuni lht permainan timnas indonesia vs bangladesh masih bnyk problem u dibenahi,negative,73.45%
sayangnya melawan bangladesh ini timnas indonesia tidak akan diperkuat sandy walsh dan jordi amat proses naturalisasi keduanya masih belum rampung oleh karena itu tenaga keduanya juga belum bisa terpakai di pra piala asia,negative,40.73%
uda tidak percaya lagi sama yang namanya naturalisasi entah itu masih punya darah keturunan indonesia ttp tidak percaya klo membahas mrk punya hak jadi wni dan membela timnas aku kira penduduk lokal yang sudah wni sejak lahir tidak ribet ngurus pasport pindah wn mrk lbh berhak membela timnas,positive,93.51%
naturalisasi belum selesai jordi amat beri pesan ke timnas indonesia,neutral,99.71%
naturalisasi belum selesai jordi amat beri pesan ke timnas indonesia,neutral,99.71%
naturalisasi era sekarang bukan untuk klub bukan pemain yang sudah tahun bermain di indonesia tapi mereka yang ingin bermain untuk timnas yang berkarir di liga eropa selama ini sebut saja pemain naturalisasi mana yang bermain di liga utama eropa untuk timnas sepertinya tidak ada,negative,83.63%
berikut profil jordi amat calon pemain naturalisasi yang dikabarkan batal bela timnas indonesia,neutral,99.66%
jalani naturalisasi demi bela timnas indonesia gaya shayne pattynama berbahasa jawa bikin fans suka lewat,neutral,50.53%
untuk naturalisasi pemain timnas sepakbola harus beriamdi indonesia minimal tahun padahal mereka membela nkri nah klw tka ini malah merusak nkri kok begitu mudahnya dapat ktp ri,negative,99.65%
perkuat timnas indonesia pemain naturalisasi shayne pattynama pamer bicara bahasa jawa,neutral,99.74%
akhirnya calon naturalisasi timnas indonesia jordi amat akui dilamar klub malaysia spanyol dan jepang,neutral,99.74%
calon pemain naturalisasi timnas indonesia shayne pattynama telah tiba di jakarta lihatlah senyum lebarnya alhamdulillah,neutral,96.15%
pemain bola naturalisasi ujug main di timnas emang kualitasnya diatas pemain lokal pemain liga indonesia gimana bubarin saja gitu mulai ram pemain luar yang menawarkan diri naturalisasi asal main di timnas,negative,99.30%
shin tae yong punya plan b timnas indonesia minus pemain naturalisasi pssi tetap targetkan lolos,neutral,99.73%
shin tae yong punya plan b timnas indonesia minus pemain naturalisasi pssi tetap targetkan lolos,neutral,99.73%
shin tae yong punya plan b timnas indonesia minus pemain naturalisasi pssi tetap targetkan lolos,neutral,99.73%
jordi amat tahun sandy walsh tahun ini mereka kenapa baru mau naturalisasi umur segini yak emang ditawarin pssi kali ya atau emang udah tidak mungkin main di timnas sana yaudah indonesia saja deh wkwk,negative,97.55%
jalani naturalisasi demi bela timnas indonesia gaya shayne pattynama berbahasa jawa bikin fans suka lewat,neutral,50.53%
legenda timnas indonesia tidak setuju dengan program naturalisasi kenapa ya kira kira,negative,97.37%
jordi amat sandy walsh gagal membela timnas indonesia akibat terkendala proses naturalisasi yang belum selesai,neutral,99.02%
yuk dengar wawancara eksklusif hasani abdulgani kunci dari naturalisasi pemain timnas indonesia,neutral,98.74%
yuk dengar wawancara eksklusif hasani abdulgani kunci dari naturalisasi pemain timnas indonesia,neutral,98.74%
belum selesainya rangkaian proses naturalisasi membuat sandy walsh dan jordi amat dipastikan batal membela timnas indonesia di kualifikasi piala asia,neutral,99.22%
masuk satu lagi shayne pattynama timnas indonesia kini kebanjiran pemain naturalisasi lewat,neutral,99.19%
kata alexander pulalo tentang program naturalisasi untuk timnas indonesia tidak penting percuma,negative,88.38%
shin tae yong optimistis timnas indonesia kalahkan bangladesh dalam laga uji coba meski tak diperkuat dua pemain naturalisasi,neutral,98.52%
shayne pattynama calon pemain naturalisasi ketiga timnas indonesia tiba di jakarta,neutral,99.78%
pssi memastikan timnas indonesia akan diperkuat pemain naturalisasi pada piala dunia u,neutral,99.50%
aislinn konig ikut senang sandy walsh masuk naturalisasi timnas indonesia,neutral,71.26%
sambil menunggu proses naturalisasi rampung keduanya bahkan sudah ikut berlatih dengan skuat timnas indonesia sebelum gelaran fifa a match yang akan berlangsung pekan ini di bandung jawa barat,neutral,94.48%
shin tae yong meyakini timnas indonesia u lolos ke perempatfinal piala dunia u jika dibantu tiga pemain naturalisasi,neutral,99.35%
jordi amat dan sandy walsh batal tampil bersama timnas indonesia pada kualifikasi piala asia mendatang karena proses naturalisasi yang belum rampung yang berharap ingin segera melihat aksi mereka mohon bersabar ya,neutral,85.71%
pssi memastikan bahwa dua calon pemain naturalisasi sandy walsh dan jordi amat tidak tampil bersama timnas indonesia dalam kualifikasi piala asia pada juni di kuwait,neutral,99.50%
pemain keturunan jim croque th dan ivan jenner th dipastikan bersedia membela timnas indonesia keduanya akan menjalani naturalisasi setelah proses pemain senior selesai jim dan ivan diproyeksikan mengisi skuad timnas u untuk gelaran piala dunia bolasport,neutral,98.88%
